cie_code,cie_name
R198,OTROS SÍNTOMAS Y SIGNOS ESPECIFICADOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN
R20,ALTERACIONES DE LA SENSIBILIDAD CUTÁNEA
R200,ANESTESIA DE LA PIEL
R201,HIPOESTESIA DE LA PIEL
R202,PARESTESIA DE LA PIEL
R203,HIPERESTESIA
R208,OTRAS ALTERACIONES DE LA SENSIBILIDAD CUTÁNEA Y LAS NO ESPECIFICADAS
R21X,SALPULLIDO Y OTRAS ERUPCIONES CUTÁNEAS NO ESPECIFICADAS
R22,"TUMEFACCIÓN, MASA O PROMINENCIA DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO LOCALIZADOS"
R220,"TUMEFACCIÓN, MASA O PROMINENCIA LOCALIZADA EN LA CABEZA"
R221,"TUMEFACCIÓN, MASA O PROMINENCIA LOCALIZADA EN EL CUELLO"
R222,"TUMEFACCIÓN, MASA O PROMINENCIA LOCALIZADA EN EL TRONCO"
R223,"TUMEFACCIÓN, MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO SUPERIOR"
R224,"TUMEFACCIÓN, MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO INFERIOR"
R227,"TUMEFACCIÓN, MASA O PROMINENCIA LOCALIZADA EN SITIOS MÚLTIPLES"
R229,"TUMEFACCIÓN, MASA O PROMINENCIA LOCALIZADA EN PARTE NO ESPECIFICADA"
R23,OTROS CAMBIOS EN LA PIEL
R230,CIANOSIS
R231,PALIDEZ
R232,RUBOR
R233,EQUIMOSIS ESPONTÁNEA
R234,CAMBIOS EN LA TEXTURA DE LA PIEL
R238,OTROS CAMBIOS DE LA PIEL Y LOS NO ESPECIFICADOS
R25,MOVIMIENTOS INVOLUNTARIOS ANORMALES
R250,MOVIMIENTOS ANORMALES DE LA CABEZA
R251,TEMBLOR NO ESPECIFICADO
R252,CALAMBRES Y ESPASMOS
R253,FASCICULACIÓN
R258,OTROS MOVIMIENTOS ANORMALES INVOLUNTARIOS Y LOS NO ESPECIFICADOS
R26,ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD
R260,MARCHA ATÁXICA
R261,MARCHA PARALÍTICA
R262,"DIFICULTAD PARA CAMINAR, NO CLASIFICADA EN OTRA PARTE"
R263,INMOVILIDAD
R268,OTRAS ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD Y LAS NO ESPECIFICADAS
R27,OTRAS FALLAS DE COORDINACIÓN
R270,"ATAXIA, NO ESPECIFICADA"
R278,OTRAS FALLAS DE LA COORDINACIÓN Y LAS NO ESPECIFICADAS
R29,OTROS SÍNTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR
R290,TETANIA
R291,MENINGISMO
R292,REFLEJOS ANORMALES
R293,POSTURA ANORMAL
R294,CHASQUIDO DE LA CADERA
R296,"TENDENCIA A CAER, NO CLASIFICADA EN OTRA PARTE"
R298,OTROS SÍNTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR Y LOS NO ESPECIFICADOS
R30,DOLOR ASOCIADO CON LA MICCIÓN
R300,DISURIA
R301,TENESMO VESICAL
R309,"MICCIÓN DOLOROSA, NO ESPECIFICADA"
R31X,"HEMATURIA, NO ESPECIFICADA"
R32X,"INCONTINENCIA URINARIA, NO ESPECIFICADA"
R33X,RETENCIÓN DE ORINA
R34X,ANURIA Y OLIGURIA
R35X,POLIURIA
R36X,DESCARGA URETRAL
R39,OTROS SÍNTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO
R390,EXTRAVASACIÓN DE LA ORINA
R391,OTRAS DIFICULTADES DE LA MICCIÓN
R392,UREMIA EXTRARRENAL
R398,OTROS SÍNTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO Y LOS NO ESPECIFICADOS
R40,"SOMNOLENCIA, ESTUPOR Y COMA"
R400,SOMNOLENCIA
R401,ESTUPOR
R402,"COMA, NO ESPECIFICADO"
R41,OTROS SÍNTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCIÓN COGNOSCITIVA Y LA CONCIENCIA
R410,DESORIENTACIÓN NO ESPECIFICADA
R411,AMNESIA ANTERÓGRADA
R412,AMNESIA RETRÓGRADA
R413,OTRA AMNESIA
R418,OTROS SÍNTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCIÓN COGNOSCITIVA Y LA CONCIENCIA Y LOS NO ESPECIFICADOS
R42X,MAREO Y DESVANECIMIENTO
R43,TRASTORNOS DEL OLFATO Y DEL GUSTO
R430,ANOSMIA
R431,PAROSMIA
R432,PARAGEUSIA
R438,OTRAS ALTERACIONES DEL GUSTO Y DEL OLFATO Y LAS NO ESPECIFICADAS
R44,OTROS SÍNTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES
R440,ALUCINACIONES AUDITIVAS
R441,ALUCINACIONES VISUALES
R442,OTRAS ALUCINACIONES
R443,"ALUCINACIONES, NO ESPECIFICADAS"
R448,OTROS SÍNTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES Y LOS NO ESPECIFICADOS
R45,SÍNTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL
R450,NERVIOSISMO
R451,INQUIETUD Y AGITACIÓN
R452,INFELICIDAD
R453,DESMORALIZACIÓN Y APATÍA
R454,IRRITABILIDAD Y ENOJO
R455,HOSTILIDAD
R456,VIOLENCIA FÍSICA
R457,"TENSIÓN Y ESTADO DE CHOQUE EMOCIONAL, NO ESPECIFICADO"
R458,OTROS SÍNTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL
R46,SÍNTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO
R460,MUY BAJO NIVEL DE HIGIENE PERSONAL
R461,APARIENCIA PERSONAL EXTRAÑA
R462,CONDUCTA EXTRAÑA E INEXPLICABLE
R463,HIPERACTIVIDAD
R464,LENTITUD Y POBRE RESPUESTA
R465,SUSPICACIA Y EVASIVIDAD MARCADAS
R466,PREOCUPACIÓN INDEBIDA POR SUCESOS QUE CAUSAN TENSIÓN
R467,VERBOSIDAD Y DETALLES CIRCUNSTANCIALES QUE OSCURECEN LA RAZÓN DE LA CONSULTA O EL CONTACTO
R468,OTROS SÍNTOMAS Y SIGNOS QUE INVOLUCRAN LA APARIENCIA Y EL COMPORTAMIENTO
R47,"ALTERACIONES DEL HABLA, NO CLASIFICADAS EN OTRA PARTE"
R470,DISFASIA Y AFASIA
R471,DISARTRIA Y ANARTRIA
R478,OTRAS ALTERACIONES DEL HABLA Y LAS NO ESPECIFICADAS
R48,"DISLEXIA Y OTRAS DISFUNCIONES SIMBÓLICAS, NO CLASIFICADAS EN OTRA PARTE"
R480,DISLEXIA Y ALEXIA
R481,AGNOSIA
R482,APRAXIA
R488,OTRAS DISFUNCIONES SIMBÓLICAS Y LAS NO ESPECIFICADAS
R49,ALTERACIONES DE LA VOZ
R490,DISFONÍA
R491,AFONÍA
R492,HIPERNASALIDAD E HIPONASALIDAD
R498,OTRAS ALTERACIONES DE LA VOZ Y LAS NO ESPECIFICADAS
R50,FIEBRE DE OTRO ORIGEN Y DE ORIGEN DESCONOCIDO
R500,FIEBRE CON ESCALOFRÍO
R501,FIEBRE PERSISTENTE
R502,FIEBRE INDUCIDA POR DROGAS
R508,OTRAS FIEBRES ESPECIFICADAS
R509,"FIEBRE, NO ESPECIFICADA"
R51X,CEFALEA
R52,"DOLOR, NO CLASIFICADO EN OTRA PARTE"
R520,DOLOR AGUDO
R521,DOLOR CRÓNICO INTRATABLE
R522,OTRO DOLOR CRÓNICO
R529,"DOLOR, NO ESPECIFICADO"
R53X,MALESTAR Y FATIGA
R54X,SENILIDAD
R55X,SÍNCOPE Y COLAPSO
R56,"CONVULSIONES, NO CLASIFICADAS EN OTRA PARTE"
R560,CONVULSIONES FEBRILES
R568,OTRAS CONVULSIONES Y LAS NO ESPECIFICADAS
R57,"CHOQUE, NO CLASIFICADO EN OTRA PARTE"
R570,CHOQUE CARDIOGÉNICO
R571,CHOQUE HIPOVOLÉMICO
R572,CHOQUE SÉPTICO
R578,OTRAS FORMAS DE CHOQUE
R579,"CHOQUE, NO ESPECIFICADO"
R58X,"HEMORRAGIA, NO CLASIFICADA EN OTRA PARTE"
R59,ADENOMEGALIA
R590,ADENOMEGALIA LOCALIZADA
R591,ADENOMEGALIA GENERALIZADA
R599,"ADENOMEGALIA, NO ESPECIFICADA"
R60,"EDEMA, NO CLASIFICADO EN OTRA PARTE"
R600,EDEMA LOCALIZADO
R601,EDEMA GENERALIZADO
R609,"EDEMA, NO ESPECIFICADO"
R61,HIPERHIDROSIS
R610,HIPERHIDROSIS LOCALIZADA
R611,HIPERHIDROSIS GENERALIZADA
R619,"HIPERHIDROSIS, NO ESPECIFICADA"
R62,FALTA DEL DESARROLLO FISIOLÓGICO NORMAL ESPERADO
R620,RETARDO DEL DESARROLLO
R628,OTRAS FALTAS DEL DESARROLLO FISIOLÓGICO NORMAL ESPERADO
R629,"FALTA DEL DESARROLLO FISIOLÓGICO NORMAL ESPERADO, SIN OTRA ESPECIFICACIÓN"
R63,SÍNTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACIÓN Y A LA INGESTIÓN DE LÍQUIDOS
R630,ANOREXIA
R631,POLIDIPSIA
R632,POLIFAGIA
R633,DIFICULTADES Y MALA ADMINISTRACIÓN DE LA ALIMENTACIÓN
R634,PÉRDIDA ANORMAL DE PESO
R635,AUMENTO ANORMAL DE PESO
R636,INGESTA INSUFICIENTE DE ALIMENTOS Y AGUA DEBIDA A DESCUIDO PERSONAL
R638,OTROS SÍNTOMAS Y SIGNOS CONCERNIENTES A LA ALIMENTACIÓN Y A LA INGESTIÓN DE LÍQUIDOS
R64X,CAQUEXIA
R65,SÍNDROME DE RESPUESTA INFLAMATORIA SISTÉMICA
R650,"SÍNDROME DE RESPUESTA INFLAMATORIA SISTÉMICA DE ORIGEN INFECCIOSO, SIN FALLA ORGÁNICA"
R651,"SÍNDROME DE RESPUESTA INFLAMATORIA SISTÉMICA DE ORIGEN INFECCIOSO, CON FALLA ORGÁNICA"
R652,"SÍNDROME DE RESPUESTA INFLAMATORIA SISTÉMICA DE ORIGEN NO INFECCIOSO, SIN FALLA ORGÁNICA"
R653,"SÍNDROME DE RESPUESTA INFLAMATORIA SISTÉMICA DE ORIGEN NO INFECCIOSO, CON FALLA ORGÁNICA"
R659,"SÍNDROME DE RESPUESTA INFLAMATORIA SISTÉMICA, NO ESPECIFICADO"
R68,OTROS SÍNTOMAS Y SIGNOS GENERALES
R680,HIPOTERMIA NO ASOCIADA CON BAJA TEMPERATURA DEL AMBIENTE
R681,SÍNTOMAS NO ESPECÍFICOS PROPIOS DE LA INFANCIA
R682,"BOCA SECA, NO ESPECIFICADA"
R683,DEDOS DE LA MANO DEFORMES
R688,OTROS SÍNTOMAS Y SIGNOS GENERALES ESPECIFICADOS
R69X,CAUSAS DE MORBILIDAD DESCONOCIDAS Y NO ESPECIFICADAS
R70,VELOCIDAD DE ERITROSEDIMENTACIÓN ELEVADA Y OTRAS ANORMALIDADES DE LA VISCOSIDAD DEL PLASMA
R700,VELOCIDAD DE ERITROSEDIMENTACIÓN ELEVADA
R701,VISCOSIDAD PLASMÁTICA ANORMAL
R71X,ANORMALIDAD DE LOS ERITROCITOS
R72X,"ANORMALIDADES DE LOS LEUCOCITOS, NO CLASIFICADAS EN OTRA PARTE"
R73,NIVEL ELEVADO DE GLUCOSA EN SANGRE
R730,ANORMALIDADES EN LA PRUEBA DE TOLERANCIA A LA GLUCOSA
R739,"HIPERGLICEMIA, NO ESPECIFICADA"
R74,NIVEL ANORMAL DE ENZIMAS EN SUERO
R740,ELEVACIÓN DE LOS NIVELES DE TRANSAMINASAS O DESHIDROGENASA LÁCTICA [DHL]
R748,NIVELES ANORMALES DE OTRAS ENZIMAS EN SUERO
R749,"NIVEL ANORMAL DE ENZIMAS EN SUERO, NO ESPECIFICADO"
R75X,EVIDENCIAS DE LABORATORIO DEL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH]
R76,OTROS HALLAZGOS INMUNOLÓGICOS ANORMALES EN SUERO
R760,TITULACIÓN ELEVADA DE ANTICUERPOS
R761,REACCIÓN ANORMAL A LA PRUEBA CON TUBERCULINA
R762,FALSO POSITIVO EN LA PRUEBA SEROLÓGICA PARA SÍFILIS
R768,OTROS HALLAZGOS INMUNOLÓGICOS ANORMALES ESPECIFICADOS EN SUERO
R769,HALLAZGOS INMUNOLÓGICOS ANORMALES NO ESPECIFICADOS EN SUERO
R77,OTRAS ANORMALIDADES DE LAS PROTEÍNAS PLASMÁTICAS
R770,ANORMALIDAD DE LA ALBÚMINA
R771,ANORMALIDAD DE LA GLOBULINA
R772,ANORMALIDAD DE LA ALFAFETOPROTEÍNA
R778,OTRAS ANORMALIDADES ESPECIFICADAS DE LAS PROTEÍNAS PLASMÁTICAS
R779,ANORMALIDADES NO ESPECIFICADAS DE LAS PROTEÍNAS PLASMÁTICAS
R78,HALLAZGO DE DROGAS Y OTRAS SUSTANCIAS QUE NORMALMENTE NO SE ENCUENTRAN EN LA SANGRE
R780,HALLAZGO DE ALCOHOL EN LA SANGRE
R781,HALLAZGO DE DROGAS OPIÁCEAS EN LA SANGRE
R782,HALLAZGO DE COCAÍNA EN LA SANGRE
R783,HALLAZGO DE ALUCINÓGENOS EN LA SANGRE
R784,HALLAZGO DE OTRAS DROGAS POTENCIALMENTE ADICTIVAS EN LA SANGRE
R785,HALLAZGO DE DROGAS PSICOTRÓPICAS EN LA SANGRE
R786,HALLAZGO DE AGENTES ESTEROIDES EN LA SANGRE
R787,HALLAZGO DE NIVELES ANORMALES DE METALES PESADOS EN LA SANGRE
R788,HALLAZGO DE OTRAS SUSTANCIAS ESPECIFICADAS QUE NORMALMENTE NO SE ENCUENTRAN EN LA SANGRE
R789,HALLAZGO DE SUSTANCIA NO ESPECIFICADA QUE NORMALMENTE NO SE ENCUENTRA EN LA SANGRE
R79,OTROS HALLAZGOS ANORMALES EN LA QUÍMICA SANGUÍNEA
R790,NIVEL ANORMAL DE MINERAL EN LA SANGRE
R798,OTROS HALLAZGOS ANORMALES ESPECIFICADOS EN LA QUÍMICA SANGUÍNEA
R799,"HALLAZGO ANORMAL EN LA QUÍMICA SANGUÍNEA, SIN OTRA ESPECIFICACIÓN"
R80X,PROTEINURIA AISLADA
R81X,GLUCOSURIA
R82,OTROS HALLAZGOS ANORMALES EN LA ORINA
R820,QUILURIA
R821,MIOGLOBINURIA
R822,BILIURIA
R823,HEMOGLOBINURIA
R824,ACETONURIA
R825,"ELEVACIÓN DE LOS NIVELES DE DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS EN LA ORINA"
R826,NIVELES ANORMALES EN LA ORINA DE SUSTANCIAS DE ORIGEN PRINCIPALMENTE NO MEDICINAL
R827,HALLAZGOS ANORMALES EN EL EXAMEN MICROBIOLÓGICO DE LA ORINA
R828,HALLAZGOS ANORMALES EN EL EXAMEN CITOLÓGICO E HISTOLÓGICO DE LA ORINA
R829,OTROS HALLAZGOS ANORMALES EN LA ORINA Y LOS NO ESPECIFICADOS
R83,HALLAZGOS ANORMALES EN EL LÍQUIDO CEFALORRAQUÍDEO
R830,"HALLAZGOS ANORMALES EN EL LÍQUIDO CEFALORRAQUÍDEO, NIVEL ANORMAL DE ENZIMAS"
R831,"HALLAZGOS ANORMALES EN EL LÍQUIDO CEFALORRAQUÍDEO, NIVEL ANORMAL DE HORMONAS"
R832,"HALLAZGOS ANORMALES EN EL LÍQUIDO CEFALORRAQUÍDEO, NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS"
R833,"HALLAZGOS ANORMALES EN EL LÍQUIDO CEFALORRAQUÍDEO, NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL"
R834,"HALLAZGOS ANORMALES EN EL LÍQUIDO CEFALORRAQUÍDEO, HALLAZGOS INMUNOLÓGICOS ANORMALES"
R835,"HALLAZGOS ANORMALES EN EL LÍQUIDO CEFALORRAQUÍDEO, HALLAZGOS MICROBIOLÓGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO"
R836,"HALLAZGOS ANORMALES EN EL LÍQUIDO CEFALORRAQUÍDEO, HALLAZGOS CITOLÓGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU"
R837,"HALLAZGOS ANORMALES EN EL LÍQUIDO CEFALORRAQUÍDEO, HALLAZGOS HISTOLÓGICOS ANORMALES"
R838,"HALLAZGOS ANORMALES EN EL LÍQUIDO CEFALORRAQUÍDEO, OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSÓMICOS ANORMALES"
R839,"HALLAZGOS ANORMALES EN EL LÍQUIDO CEFALORRAQUÍDEO, HALLAZGOS ANORMALES NO ESPECIFICADOS"
R84,HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS RESPIRATORIOS Y TORÁCICOS
R840,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS RESPIRATORIOS Y TORÁCICOS, NIVEL ANORMAL DE ENZIMAS"
R841,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS RESPIRATORIOS Y TORÁCICOS, NIVEL ANORMAL DE HORMONAS"
R842,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS RESPIRATORIOS Y TORÁCICOS,NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS"
R843,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS RESPIRATORIOS Y TORÁCICOS, NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL"
R844,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS RESPIRATORIOS Y TORÁCICOS, HALLAZGOS INMUNOLÓGICOS ANORMALES"
R845,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS RESPIRATORIOS Y TORÁCICOS, HALLAZGOS MICROBIOLÓGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO"
R846,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS RESPIRATORIOS Y TORÁCICOS, HALLAZGOS CITOLÓGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU"
R847,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS RESPIRATORIOS Y TORÁCICOS, HALLAZGOS HISTOLÓGICOS ANORMALES"
R848,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS RESPIRATORIAS Y TORÁCICOS OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSÓMICOS ANORMALES"
R849,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS RESPIRATORIOS Y TORÁCICOS, HALLAZGOS ANORMALES NO ESPECIFICADOS"
R85,HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL
R850,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, NIVEL ANORMAL DE ENZIMAS"
R851,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, NIVEL ANORMAL DE HORMONAS"
R852,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS DIGESIVOS Y DE LA CAVIDAD ABDOMINAL, NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS"
R853,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL"
R854,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, HALLAZGOS INMUNOLÓGICOS ANORMALES"
R855,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, HALLAZGOS MICROBIOLÓGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO"
R856,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, HALLAZGOS CITOLÓGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU"
R857,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, HALLAZGOS HISTOLÓGICOS ANORMALES"
R858,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSÓMICOS ANORMALES"
R859,"HALLAZGOS ANORMALES EN MUESTRA TOMADAS DE ÓRGANOS DIGESTIVOS Y DE LA CAVIDAD ABDOMINAL, HALLAZGOS ANORMALES NO ESPECIFICADOS"
R86,HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES MASCULINOS
R860,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES MASCULINOS, NIVEL ANORMAL DE ENZIMAS"
R861,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES MASCULINOS, NIVEL ANORMAL DE HORMONAS"
R862,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES MASCULINOS, NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS"
R863,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES MASCULINOS, NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL"
R864,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES MASCULINOS, HALLAZGOS INMUNOLÓGICOS ANORMALES"
R865,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES MASCULINOS, HALLAZGOS MICROBIOLÓGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO"
R866,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES MASCULINOS, HALLAZGOS CITOLÓGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU"
R867,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES MASCULINOS, HALLAZGOS HISTOLÓGICOS ANORMALES"
R868,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES MASCULINOS, OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSÓMICOS ANORMALES"
R869,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES MASCULINOS, HALLAZGOS ANORMALES NO ESPECIFICADOS"
R87,HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES FEMENINOS
R870,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES FEMENINOS, NIVEL ANORMAL DE ENZIMAS"
R871,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES FEMENINOS, NIVEL ANORMAL DE HORMONAS"
R872,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES FEMENINOS, NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS."
R873,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES FEMENINOS, NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL"
R874,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES FEMENINOS, HALLAZGOS INMUNOLÓGICOS ANORMALES"
R875,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES FEMENINOS, HALLAZGOS MICROBIOLÓGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO"
R876,"HALLAZGOS ANORMALES.EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES FEMENINOS, HALLAZGOS CITOLÓGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU"
R877,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES FEMENINOS, HALLAZGOS HISTOLÓGICOS ANORMALES"
R878,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES FEMENINOS, OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSÓMICOS ANORMALES"
R879,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE ÓRGANOS GENITALES FEMENINOS, HALLAZGOS ANORMALES, NO ESPECIFICADOS"
R89,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ÓRGANOS, SISTEMAS Y TEJIDOS"
R890,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ÓRGANOS, SISTEMAS Y TEJIDOS, NIVEL ANORMAL DE ENZIMAS"
R891,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ORGANOS, SISTEMAS Y TEJIDOS, NIVEL ANORMAL DE HORMONAS"
R892,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ÓRGANOS, SISTEMAS Y TEJIDOS, NIVEL ANORMAL DE OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS"
R893,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ÓRGANOS, SISTEMAS Y TEJIDOS, NIVEL ANORMAL DE SUSTANCIAS DE ORIGEN FUNDAMENTALMENTE NO MEDICINAL"
R894,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ÓRGANOS, SISTEMAS Y TEJIDOS, HALLAZGOS INMUNOLÓGICOS ANORMALES"
R895,"HALLAZGOS ANORMALES EN MUESTRA TOMADAS DE OTROS ÓRGANOS , SISTEMAS Y TEJIDOS, HALLAZGOS MICROBIOLÓGICOS ANORMALES, HALLAZGOS POSITIVOS EN EL CULTIVO"
R896,"HALLAZGOS ANORMALES EN MUESTRA TOMADAS DE OTROS ÓRGANOS, SISTEMAS Y TEJIDOS, HALLAZGOS CITOLÓGICOS ANORMALES, FROTIS ANORMAL DE PAPANICOLAOU"
R897,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ÓRGANOS, SISTEMAS Y TEJIDOS, HALLAZGOS HISTOLÓGICOS ANORMALES"
R898,"HALLAZGOS ANORMALES EN MUESTRAS TOMADAS DE OTROS ÓRGANOS, SISTEMAS Y TEJIDOS, OTROS HALLAZGOS ANORMALES, HALLAZGOS CROMOSÓMICOS ANORMALES"
